name;location;description
Pokut Yaylası;41.0218978,40.9669455;Pokut Yaylasi, Rize ilinin, Camlihemsin ilcesinde bulunan bir yayladir. Bircok kamp yeri bulmaniz mumkundur.Camlihemsin'den 1,5 - 2 saatte ulasilabilmektedir. Ulasim araba ve yaya olarak saglanabilmektedir. Pokut yaylasina cogunlukla  Ortan koyu, Konak Mahallesi halki gitmektedir. 1800 m'den sonra agac turlerinin yetismemesine ragmen, Pokut yaylasi Karadeniz yelini aldigi icin burada agac yetismektedir. Diger yaylalarda 1800 m'den sonra agac turune rastlanilmaz. Pokut yaylasindan  Hazindak ve Sal yaylasina gecilebilir.
Sal Yaylası;41.008594,40.9636563;Rize'nin Camlihemsin ilcesine bagli olan Sal Yaylasi mukemmel bir dogaya sahiptir.Rize'nin Camlihemsin ilcesine bagli 2000 metre yuksekligindeki Sal Yaylasi bu asil kareyle yayla hayatini gozler onune seriyor.
Badara Yaylası;40.8909416,41.0334068;Badara Yaylasi ismini, Rize'nin Hemsin Ilcesi Bahar Mahallesi, eski adiyla Badara Koyunden almistir. Bu yayla, Badara Koylulerince yaklasik 20 hane olarak uzun yillar once ( kesin kurulus tarihi bilinmemektedir) kurulmus olup 1980 yillarina kadar mezra olarak kullanmislardir. 1980'li yillara kadar mezrada hane basi yaklasik 10 - 15 buyuk bas hayvanla mezracilik yapilirdi. Karlarin erimesiyle birlikte Hemsin'in Kantarli Koyu Cupenduz dedikleri yerden armut dibinden baslayan patika yoldan yaya yuruyerek 4 -5 saate Badara mezrasina varilirdi. Bir muddet bu mezrada kaldiktan sonra Badara yaylasina gore 1000 metre daha yuksekte 2800 Rakim yukseklikte Kackar Daglari eteginde bulunan Ambarli Yaylasina gidilirdi. Ambarli yaylasinda guz mevsimine kadar yaklasik iki ay yaylacilik yapilip havalarin sogumasiyla birlikte tekrar Badara Mezrasina goc edilirdi.1980'li yillara kadar bu sekilde devam eden mezracilik bircok hanenin cesitli sebeplerden dolayi artik mezraya cikmamalari nedeniyle hane sayisi 4-5 haneye kadar dusmustur. Bu nedenlerden dolayi mezrada bulunan hane sayisinin azligi nedeniyle mezra halki Ambarli Yaylasina cikmayip Badara Mezrasini Yayla olarak kullanmaya baslamislardir. Uzun yillar boyunca yolu, suyu ve elektrigi olmayan bu yayla 1990'li yillarda yola, 2000'li yillarda elektrige kavusmustur. Gunumuzde yol, su ve elektrigin gelmesiyle birlikte neredeyse yok olmaya yuz tutmus olan bu yayla adeta yeniden canlanmistir.Kaynak: https://www.instagram.com/yaylecicegi/
Gito Yaylası;41.1890745,40.953172;Camlihemsin'e bagli Avusor Yaylasi, 2420 metrelik rakimiyla gorenleri buyulemektedir. Araba ve yaya olarak ulasilabilir. Ayder'den gun icinde belirli saatlerde dolmus seferleri yapilmaktadir. Bolgede Lazlar'in kullandigi bir yayladir. Kuzeyde Kackar Yaylasi guneyde ise Palakcur Yaylasi ile komsudur. Ayder'den Kavrun'a giderken, ilk sola sapildiginda Avusor yaylasi yoluna girilmis olur. Avusor yaylasinin asagi bolumu ahsap evleriyle birlikte genellikle tas evlerden olusmustur. Yaklasik 50 ev mevcuttur. Yukari yayla ise, cig tehlikesinden dolayi genellikle bir insan boyundan kisadir. Yaylanin elektrigi dereden saglanmaktadir. Ozellikle soguga karsi tezekle ortulen bu evler, 50 civarindadir. Avusor yaylasi, Kemerli Kackar daginin alt yerleskesi olup, adini verdigi Avusor Golu'yle de unludur.Kaynak: https://www.instagram.com/rotasizbaran/
Çiçekli Yayla;40.9516561,40.7941478;Cicekli Yayla, Camlihemsin, Rize.Kaynak: https://www.instagram.com/befreebuddy/
Aşağı Ceymakçur Yaylası;37.3314068,40.6282357;Karadeniz'in en guzel yaylalarindan birisi olan Persembe Yaylasi'na 5 km uzaklikta bulunan Aybasti Kent Ormani  bungalov evleri, restorani ve piknik alanlariyla doga severlere hizmet vermektedir. Kampyerleri.org olarak bizim konakladigimiz ve son derece hijyenik olan isletmenin personelleri ise oldukca guler yuzlu. Siz evinize yerlesmeden once sobanizi yakiyorlar ve odada bulunan elektrikli isiticilari acarak sicacik bir bungalov evde konaklama yapmanizi sagliyorlar. Bizim Ocak ayinda (2020) yaptigimiz Karadeniz turumuzda 1 gece konakladigimiz Aybasti Kent Ormani Bungalov Evleri bizden tam puan ALDI.  ULASIM: Aybasti Kent Ormani  Ordu sehir merkezine 101 km, Fatsa'ya 67 km, Tokat Resadiye'ye 46 km, Samsun'a 176 km ve Giresun'a 149 km uzaklikta bulunmaktadir. Dilerseniz otostopla, dilerseniz kendi aracinizla ve dilerseniz gunun belirli saatlerinde Fatsa'dan hareket eden Aybasti minibusleri ile Aybasti'ya gelerek oradan da taksi ile ulasim saglayabilirsiniz.  Aybasti Kent Ormani ile ilgili detayli bilgiye Kampyerleri.org'dan ulasabilirsiniz.. : @kent_orman : 05382443957Kaynak: https://www.kampyerleri.org/aybasti-kent-ormani-bungalov-evleri-ordu/
Perşembe Yaylası;37.2942817,40.6276825;Persembe Yaylasi, Aybasti, Ordu.Her ne kadar ismi Ordu'nun Karadeniz kiyisindaki Persembe ilcesini cagristirsa da Persembe yaylasi Persembe'de degil, Ordu'nun guneyinde Tokat sinirindaki Aybasti ilcesinde yer aliyor. Ordu merkezden yaklasik bir bucuk saatte 86 km mesafedeki Aybasti ilcesine ulasilmaktadir. Aybasti'dan Persembe yaylasi yaklasik 20 km. Yaylaya kadar duzgun asfalt yollar mevcut ve yilin 12 ayi Aybasti'ya ulasilabilmektedir.Her yil Temmuz ayi icinde yayla senlikleri yapilmaktadirYorgunluk atmak, piknik yapmak, safari, yamac parasutu icin idealdir. Yaylada ayni zamanda, essiz guzellige sahip tabiat harikalari, tarihi eserler ve alanlar mevcuttur. Kumbetler, Ciseli Selalesi, Karga Tepesi bunlara ornektir. Essiz cografyasi olan bu dogal guzelligi gormesini istediginiz dostunuzu etiketleyebilirsiniz !Kaynak: https://www.instagram.com/niyazi_solak/
Ulugöl Tabiat Parkı;37.5463557,40.628684; Ulugol  Ordu sehir merkezine 84, Golkoy ilce merkezine ise 18 km uzaklikta bulunmaktadir. Karavan ve cadir kampi yaparak, 9 adet bungalovda konaklama yapabilirsiniz. Kamp ucreti 20L, bungalov konaklama ucreti ise 250L'dir. Evli olmayanlar konaklama yapamaz  Ulugol'e dilerseniz kendi aracinizla dilerseniz Golkoy'den Haruniye veya Suleymaniye Koyu'ne gelen koy minibusleri ile ulasabilirsiniz. Alanda otopark, cesme, tuvalet, mescit, kamelya ve piknik masalari gibi imkanlar vardir. Tuvalette 24 saat sicak su vardir. Ulugol'de yeme icme hizmeti veren belediye isletmesi ve 1 adet ozel hizmet veren izgara et lokantasi vardir. Golun etrafinda dogal yapiya zarar vermeden yapilan yuruyus yolu bulunmaktadir. Mangalda veya yerden yuksekte ates yakabilir, piknik yapabilirsiniz. Kis rotasi icin siddetle tavsiye edebilecegimiz bir destinasyondur.Kaynak: https://www.instagram.com/lordofthecoffee/
Yaylalar Köyü;41.2687683,40.8719878;HER GUN +1 KAMP YERI Artvin'in Yusufeli ilcesine 62 km. uzaklikta olan koy, Kackar Dagi eteklerinde kurulmustur. Koyun, Kackar Dagi cikis rotasi uzerinde bulunmasi koye canlilik getirmektedir. Kackar Dagi'na cikacak olan dagcilar ve kampcilar bu koyde konaklayip, cesitli ihtiyaclarini temin ettikten sonra yollarina devam ederler. Koyde turistlere hizmet veren pansiyonlar bulunmaktadir. Muhtesem doga guzelliklerine de sahip olan koy, kamp ve trekking sporu icin oldukca ideal bir yapiya sahiptir. Koyun etrafindaki rengarenk ciceklerden elde edilen bal da cok meshur olmustur. Koy halkinin cok buyuk bir kismi il disinda ikamet etmektedir. Yaz aylari gelince disaridaki koy halki koylerine akin ederek, nufusun bir anda birkac katina yukselmesine sebep olurlar.  : @serdarkilic_   @mstekin
Gürsu Köyü;41.1934519,41.1975794;Gursu Koyu, Findikli, Rize.Kaynak: https://www.instagram.com/cikkana/
Mençuna Şelalesi;41.3545239,41.2526614;Mencuna Selalesi, Kamilet Vadisi, Arhavi, Artvin.Kaynak: https://www.instagram.com/kevserkync/
Borçka Karagöl Tabiat Parkı;41.8541121,41.3861467;Karagol, bir heyelan goludur ve 19.yuzyil baslarinda, bugunku "Klaskur (Aralik) Yaylasi"nin yakinlarindaki bir tepenin heyelan sonucu Klaskur (Aralik) Deresi'nin onunu kapatmasiyla olusmustur.Kullanim: Borcka Karagol, kamp ve karavan turizmi icin ideal bir yerdir. Mevcut alan icerisinde isletmeci tarafindan isletilmekte olan 20 yatak kapasiteli bir misafirhane bulunmaktadir. Alana giren ziyaretci sayisi yillik ortalama 20.000 kisidir. Nasil Gidilir ?Karagol  Artvin Ili, Borcka ilce merkezine 27 km uzakliktadir.Fotograf: kerim.karabulut96@gmail.com
Balık Gölü;42.49089,41.3790708;Balik Golu, Pinarli Koyu, Savsat, Artvin.Kaynak: https://www.instagram.com/ozkemal/
Arsiyan Yaylası;42.4868523,41.4216573;Arsiyan Yaylasi  Kuzeyinde ve batisinda Gurcistan siniri, guneyinde Ilica Koyu, guney dogusunda Pinarli Koyu, Cindagi, dogusunda ise Posof (Kol Koyu) bulunur. Savsat Arsiyan arasindaki yol duzenli calismaktadir. Arsiyan yaylasi otuyla, suyuyla, baligiyla diger yaylalardan farklidir. Arsiyan'da kamp ve doga sporlari yapabilirsiniz. Ayrica tuz kayalari, komur madeni ve irili ufakli cok sayida cermigi vardir. Yaylalarin buyuk nimeti turfanda meyveleri kekre, mozi, mesgal, jol da bol bulunur. Ayrica gezilerde toplanan guzel kokulu Negolarin (sari cennet cicekleri) yani sira, lezzetli ve faydali corbasi olan pancarinin da ayri bir bollugu vardir. Arsiyan efsane golleriyle ve eski yerlesimleriyle de unludur. Boga golu, kiz golu, yuzen gol, cimli gol ve kalp golu olmak uzere cok sayida gol bulunmaktadir.  Savsat ilcesine 40 km mesafede olup gollerin asagisindaki koylere minibuslerle, buradan yukariya ozel araclarla ulasim saglanabilmektedir.  : https://www.instagram.com/gurkangurso/
Meydancık;42.2286987,41.4564937;Meydancik, Artvin ilinin Savsat ilcesine bagli bir koydur. Koyde gorulmesi gereken doga harikalari ve kamp yapilabilecek yerler vardir.Kaynak: https://www.instagram.com/harleyrabel/
Şavşat Yavuzköy Seyir Terası;42.3941025,41.2289962;Artvin'in Savsat ilcesine 5 km uzaklikta bulunan Yavuzkoy Seyir Tepesi, Savsat'in tum manzarasini ayaklar altina sermektedir. Karsida Birbilen Daglari diger yanda ise Kackarlar tum ihtisamiyla sizleri karsilamaktadir. Yavuzkoy Seyir Terasi'nda kamp yapilabilmektedir.  Cadir basi kamp ucreti 25L'dir. Elektrik, su, tuvalet, isiklandirma, otopark, cardak ve piknik masalari bulunmaktadir. Seyir terasinda mini bir bufe hizmet vermektedir. Ayrica yeme icme ihtiyacinizi Savsat Evi'nden halledebilirsiniz.  : https://www.instagram.com/niyazi_solak/
Gındıra Gölü Kamp Alanı;36.1455305,40.8197503;https://www.kampyerleri.org/amasya-kamp-alanlari/
Esençay Şahin Yaylası;36.37239,40.669387;https://www.kampyerleri.org/amasya-kamp-alanlari/
Yedikuğular Kuş Cenneti;35.5791935,40.7906645;https://www.kampyerleri.org/amasya-kamp-alanlari/
Destek Barajı;36.1559974,40.8585198;https://www.kampyerleri.org/amasya-kamp-alanlari/
Uluköy Barajı;36.3928858,40.7769284;https://www.kampyerleri.org/amasya-kamp-alanlari/
Amasya Kent Ormanı;35.7880028,40.647405;https://www.kampyerleri.org/amasya-kamp-alanlari/
Tekke Gölü;36.1889751,40.6724436;https://www.kampyerleri.org/amasya-kamp-alanlari/
Kız Kayası Kanyonu;35.3629294,40.6959717;https://www.kampyerleri.org/amasya-kamp-alanlari/
Gürsu Göleti;36.303607,40.825302;https://www.kampyerleri.org/amasya-kamp-alanlari/
Dereli Havuzbaşı Mesire Alanı;36.26339,40.68578;https://www.kampyerleri.org/amasya-kamp-alanlari/
Baraklı Şelalesi Kamp Alanı;36.133333,40.716667;https://www.kampyerleri.org/amasya-kamp-alanlari
Trakya Bölgesi;26.2899947,40.5948857;Esentepe (Dama) Cadir Kamp Alani  sevdiklerinizle birlikte Saroz Korfezi'nde Karaincirli sahilinde bulunan dogayla ic ice kamp yapabileceginiz harika bir aile isletmesi dir.  Istanbul'a 3,5 saat uzaklikta bulunan Esentepe (Dama) cadir kamp alani Trakya'da kamp tatili arayanlarin tercih edebilecegi bir noktadir.  Saroz Korfezi'nde guvenli ve huzur ortaminda kamp yapmak icin Esentepe (Dama) cadir kamp alanini mutlaka gormelisiniz. Rezervasyon ve bilgi almak icin iletisim bilgileri bolumunden isletme sahibi Cetin Bey ile gorusebilirsiniz. Cadir kamp alanimizda, sehir gurultusunden uzak sessiz sedasiz huzur dolu bir ortam bulursunuz. Ayni zamanda gun boyu ailenizle veya arkadaslarinizla gecireceginiz kaliteli bir zaman veya aksam ates basi sohbetler veya tavla turnuvalari, takim tavlasi, okey, tabu ve benzeri oyunlar oynayabilirsiniz.  Unutamayacaginiz bir kamp tatili sizi bekliyor. Cadir kamp alanimizda, 2-3-4 Kisilik cadirlarimiz, icinde yatak ve nevresimleriyle beraber hazir bir sekilde sizin konaklamanizi bekliyor.  Ayrica aydinlatma, masa-sandalye ve mutfak malzemeleri de bizden. Isterseniz kendi malzemelerinizle gelebilir daha ekonomik bir tatil yapabilirsiniz... 2 Yetiskinin yaninda 0-6 yas ucretsizdir. 6 yasindan buyuk herkesten ucret alinir. Kamp alanimizda mangal serbesttir. Kamp alaninda semaver ve nargile serbesttir. Kamp alanimizda munferit ates yakmak yasaktir..BLOG: https://www.kampyerleri.org/dama-kamp-alani-saros-korfezinde-yeni-yuzuyle-sizi-bekliyor/.ILETISIM BILGILERI : www.damakampalani.com : Cetin Bey - 0533 722 63 53 : Oznur Hanim - 0533 254 5748 : https://www.instagram.com/dama_kayak_turlari/ DM : https://www.facebook.com/ESENTEPE-KARAVAN-VE-%C3%87ADIR-KAMPI-110168505736013/
Bayedi İğneada Camping & Cafe;27.9907006,41.8809406;@bayedigneadaa 2019 yilinda acilmis olup 15 donum arazi uzerine kurulu olan  mese, palamut, cam agaclari, farkli meyve ve bitki agaclarini icerisinde barindiran tesisimizde 6 adet olmak uzere  WC ve 24 saat sicak su bulunan bakimli duslarimiz vardir.  Onumuz kumsal arkamiz orman ve gol olan tesisimize hayvan dostlarimiz kabul edilmektedir. 350 metrekare buyuklugunde kapali olan sosyal tesisimizin butun urunleri kendi mutfagindan cikmaktadir.  Yoresel kahvalti kendimize ait hamburger ve pizza cesitlerimiz mevcuttur.  Alkollu ve alkolsuz kokteyller, ithal kahveler sosyal tesisimiz icinde sizlere hizmet vermektedir. Kamp alani icerisinde mangal alanlari, 60 araclik otoparkimiz, basketbol sahasi ve kamelyalarimiz mevcuttur.  Cadirli ve cadirsiz kampci agirlamaktayiz. Sehir merkezine yurume mesafesinde (100metre) bulunmaktayiz.Tamamen seckin kampcilardan olusan portfoyumuzle hizmetinizdeyiz. Nisantasinda bulunan hunhar kokteyl bari ve karakoyde bulunan Dem1 ve Dem 2 meyhaneleri isletmemize ait olup hizmetinizdedir.Igneadanin en seckin mekaninda sizlerle beraber olmaktan mutluluk duyariz.Turkiye'nin her yerinde iyi kamplar dileriz... Iletisim:05327670585 @bayedigneadaa
Salaş Cafe Camp ve Piknik Alanı;28.0863998,41.6352365;Trakya bolgesinin Kirklareli sehrine bagli Kiyikoy kasabasi Istanbul'a sadece 1.5 saat uzaklikta olusu ile hafta sonu kacamagi yapilabilecek yerler arasinda ilk sirada geliyor. Kiyikoy'e gittiginizde ise aileniz,sevdikleriniz ve arkadaslarinizla birlikte rahat bir kamp hayati, sicak bir ortam, hijyenik, huzurlu ve guvenli bir yerin adresi ise Salas Cafe Camp ve Piknik Alani.Salas kampingte ister kendi cadirinizla isterseniz icerisinde iki kisilik aile tipi yataklarin ve temiz nevresimlerin bulundugu kamp alaninin sizlere sagladigi cadirlarda kalabilirsiniz. Kamp alaninda dus, bay-bayan wc,bulasik istasyonu, buz dolabi, voleybol sahasi gibi bircok seyin disinda ozellikle gun icerisinde kahvalti, aksam yemegi, aperatif atistirmalik ya da ana yemek tarzinda yeme ve soguk,sicak,alkollu ya da alkolsuz icecek ihtiyacinizi karsilayabilecek birde restaurant bolumu bulunmaktadir. Ayrica kamp alani sahipleri kamp yapacak kisilerin rahatligi amaci ile cadir + kahvalti konseptinide getirmisler. Cadir + kahvalti ucreti cadir fiyatina arti olarak kisi basi 25 TL seklinde aliniyor. Bu guzel kamp alanina gelmisken dere ustunde bulunan iskelesinde kahvalti keyfini de yasamadan gitmemenizi oneririm.Son olarak cadir fiyatlarina gelirsekte kamp alaninin sunmus oldugu cadirlarda kalma ucreti gecelik cadir basi 100 kendi cadirinizla geldiginizde gecelik cadir basi 50 tl seklinde daha detayli bilgi almak ve rezervasyon icin ise iletisim numarasindan Ceyhun Bey'i arayabilirsiniz.Telefon: 0551 711 40 94Instagram: https://www.instagram.com/kiyikoy.salas.camp/
İğneada Longoz Ormanları Milli Parkı;27.9534566,41.8215825;3155 hektarlik Milli park alani, Igneada beldesi sinirlari icerisinde yer almaktadir. Igneada, Marmara Bolgesi ,Kirklareli Ili Demirkoy Ilcesine bagli, Bulgaristan ile siniri olan bir sahil kasabasidir. Demirkoy'e 25 km uzakliktadir. Yildiz (Istranca) Daglarindan Karadeniz sahillerine dogru akan derelerin tasidigi aluvyonlarin birikmesi ve mevsimsel olarak sular altinda kalmasi sonucunda milli parktaki longoz ormanlari olusmustur.Fotograf: Muhammet Ulubay - ulubax@icloud.com
Istranca Ormanları;27.621088,41.7831531;Istranca Daglari'nda bulunan Istranca Ormanlari Trakya bolgesinde bulunur. Kamp yapmak icin bircok alana rastlamaniz mumkundur :)Kaynak: https://www.instagram.com/sayarberk/
Dupnisa Mağarası;27.8671646,41.7203368;Tuvalet yok.Icme suyunu dereden temin edebilirsiniz.Cehennem Selaleleri'ne yuruyus yapabilirsiniz.Telefon cekmiyor.
İkizgöller - Çerkezköy;27.8245926,41.7131612;Cehennem Selaleleri, Kizilagac Koyu, Vize, Kirklareli.Kaynak: https://www.instagram.com/hayatiarpaci/
Saros Körfezi;28.1431103,41.5893846;Kastro ya da Camlikoy, Tekirdag ilinin Saray Ilcesine ait, Karadeniz kiyisinda cadirli kamp yeridir. Genis plaji, akarsuyu ve yesil dogasi ile ragbet edilen bir mesire yeridir.EKBILGI: Eski adiyla Kastro simdiki ismiyle Camlikoy Trakya'nin Bahcekoy deresinin Karadeniz'e dokuldugu yerde 2.5 km. kumsaliyla Saray'in sahil seridindedir. Bir taraf da Dogal plaji bir Taraf'da da bu plaj ile birlesen altin renginde bir golu varidir. Tekirdag'in Karadeniz kiyisinda Istranca Daglarinin eteklerinde bulunan Kastro dogal plaji doga tutkunlarinin akinina ugramaktadir. Bu plajda ormanlik alanlar kumsalla birlikte baslamaktadir. Kastro yoresindeki 329 hektarlik karacam ormani 18 Nisan 1988 tarihinde Dogayi Koruma Alani (Milli Park) olarak ayrilmistir.Kaynak: https://www.instagram.com/yabandabirdeli/
Panayır İskelesi Koyu;28.0263376,41.7651341;Panayir Iskelesi Koyu - Kiyikoy Vize Kirklareli.Kaynak: https://www.instagram.com/elifbusecetin/
Çamlık;26.6110647,40.6381369;Edirne/Kesan - Gokcetepe Tabiat ParkiSaroz korfezinde olan mukemmel berrak denizine karsi ve ayni zamanda tam bir oksijen deposu olan 650 donumluk kapali bir tabiat parkinda kamp yapmak cok guzeldi.Kaynak: https://www.instagram.com/mehmetaslanhan/
Kumbağ Kamp Alanı;27.3903751,40.8034473;Ucmakdere eski bir Rum koyu. Tekirdag'in Sarkoy ilcesinde. Marmara'nin kiyisindaki Isiklar Dagi'nin eteginde. Istanbul'a 200 kilometre uzaklikta. Tepeler asip, virajli yollar gectikten sonra ulasiliyor. Bu zahmetin sonucunda karsiniza eski Rum evleri, baglar, anit agaclarla suslu bir masal koyu cikiyor. Deniz kampi yapmak istiyorsaniz yemyesil agaclarin altina cadirinizi kurmak ve manzaranin keyfini cikarmak istiyorsaniz  Ucmakdere tam size gore. Ucmakdere'de kamping isletmesi bulunuyor. Tum temel ihtiyaclarinizi oradan giderebilirsiniz.  : https://www.instagram.com/cankenari/
Beğendik Köyü;28.034277,41.9667658;Ulkemizin en bati kisminda farkli bir dunya, hic kirletilmemis bir deniz ve muhtesem bir doganin oldugunu soylesek, biliyorum deyip yanlis tahminlerde bulunanlar cok olacaktir.Sizlere Trakya bolgesinin esi benzeri bulunmayan bir noktasidan bahsedecegiz  Begendik Koyu'nden. Kirklareli'nin Demirkoy ilcesinde bulunan Begendik Koyu, hic alisik olmadiginiz bir tatil yasatacak sizlere.Bulgaristan sinirinda bulunan koy, insani buyuleyecek kadar temiz bir denize sahip. Denizin cok kalabalik olmamasi, sizleri cok sasirtacak. Gunumuze bozulmadan, kirletilmeden kalmasini, denizin cok fazla bilindik bir yer olmadiginin gostergesi. Begendik Koyu'nde oyle uzun tatiller yapamazsiniz. Cunku koyde ve deniz kenarinda konaklama tesisi bulunmamaktadir. Kamp yapabilirsiniz.Demirkoy-Igneada'da bu guzel denizin ardindan Dupnisa Magarasi'ni ve Igneada Longozu'nu kesfe cikabilirsiniz.
Gala Gölü Milli Parkı;26.1668801,40.752922;Kultur ve tarih turizminin gozdesi olan Edirne'nin sahip oldugu dogal guzellikler hafta sonlarinda doga tutkunlarinin vazgecilmez mekanlari haline geldi. Bu mekanlarin basinda 2005 yilinda Bakanlar Kurulu Karariyla Turkiye'nin 36. Milli Parki olarak ilan edilen Gala Golu Milli Parki geliyor. Istanbul'a yakinligi ve ulasim kolayligi ile ziyaretcisi her gecen yil artan Milli Parkin buyuklugu yaklasik 6.000 hektari buluyor. Pamuklu, Kucuk Gala ve Buyuk Gala Golleri ile Hisar Dagi eteklerindeki ormanlik alandan olusan Milli Park bolgesi Enez ve Ipsala Ilcesi sinirlari icerisinde bulunuyor. Turkiye'nin en onemli sulak alanlarindan kabul edilen Milli Parkta 46'si yerli, 117'si gocmen 163 kus turu gozlemlenebiliyor. Turkiye'nin ikinci buyuk kus cenneti olarak nitelendirilen alanda ziyaretciler doga sporlari kurallarina uygun olarak dogal hayati bozmadan, yuruyus, bisiklet kullanma, manzara seyretmek, doga fotografciligi, kus gozlemciligi, piknik vb. aktiviteler gerceklestirebiliyor.
Tekirdağ Yazır Barajı;28.1938148,41.2366726;Silivri'nin Kucuk Sinekli Koyu'nde bulunan golet cevresi ozellikle hafta sonlari sehrin kalabaligindan uzaklasmak, gol, orman havasi almak balik yakalamak isteyenler icin guzel bir secenek. Sinekli Golu cevresinde piknik alanlari bulunuyor. Gol cevresinde ahsap masa ve banklar, mangal icin ayrilan bolumler, tuvalet, cesme, voleybol sahasi, cocuk oyun parki bulunuyor. Balik tutmak isteyenler icin de bu golette yayin, sazan, tatli su levregi oldugu soyleniyor. Kamp yapilabilir.
Kartaltepe Tabiat Parkı;37.4226201,38.5558343;Gunpinar Selalesi Malatya ili Darende ilcesi sinirlarinda, Tohma Cayi'nin kolu Suhul Deresi uzerindeki selaledir. Selalenin adi eskiden yakininda bulunan koye atfen Asudu Selalesi olarak kullaniliyormus.Kaynak: https://www.instagram.com/kubraakyol0/
Dumanlı Tabiat Parkı;38.7116748,39.9072787;Dumanli Tabiat Parki, Erzincan'a 76 km, Refahiye'ye ise 6 km uzaklikta bulunan ve sik ormanlik alaniyla doga severleri buyuleyen bir atmosfere sahip. Erzincan'da kamp ve doga sporlari yapmak icin ideal lokasyonlardan birisi olan Dumanli Tabiat Parki, yaban hayati ve bitki cesitliligi bakimindan da oldukca zengin.  Kamp alaninda  WC var,  icme suyu var,  telefon bazi noktalarda cekiyor,  otopark var. Piknik masasi ve cardaklar bulunuyor.  Yerde ates yakmak serbest.  Kamp yapmak ucretsiz. Dilerseniz otostopla, dilerseniz 30 TL'ye taksi ile ulasim saglayabilirsiniz.  : https://www.instagram.com/gezginitfaiyeci/
Kemah Soğuksular;39.9618244,38.69442;Palu Murat NehriKaynak: https://www.instagram.com/kesfihuzur/
Munzur Vadisi Milli Parkı;39.2343235,39.4076825;
Sarıkamış Soğuksu Mesire Alanı;42.2383118,38.6383273;Nemrut Golu, dunyanin ikinci, Turkiye'nin en buyuk krater golu olup, adini MO 2100'de yasamis Babil Hukumdari Nemrut'tan almistir. Nemrut Golu, Van Golu havzasinin batisinda, Bitlis ilinin Tatvan, Ahlat ve Guroymak ilceleri arasinda yer almaktadir. Bu doga harikasini tum dunyayi fethetme amaciyla Dogu'ya yaptigi sefer sirasinda Buyuk Iskender'in kesfettigine inanildigindan dolayi "Buyuk Iskender'in Cenneti" adiyla da biliniyor. Kapladigi alanla kendi turunde dunyada on altinci sirada bulunan ve yuzlerce yildir ziyaret edilen Nemrut Krateri'nde, sicak ve soguk gollerinin bir arada bulunmasi tek basina saskinlikla birlikte hayranlik da uyandiracak ve mutlak surette ilginizi cekecek bir durum. Bunun yaninda, gollerin cevresinde de onlarca kus cesidi ve aralarinda endemik turlerin oldugu zengin bir floranin bulunmasi, buz magaralari, buhar bacasi ve golleri bu yeri ozellikle doga tutkunlari icin bir cennet haline getiriyor. Kamp yapmak icin mukemmel bir dogaya sahip olan gol manzarasiyla herkesi buyuluyor.Kaynak: https://www.instagram.com/1ibrahimakyuz/
İnköy Köyü;43.7569571,39.0567923;Muradiye Selalesi, Van ili, Muradiye ilcesi, Bendimahi Cayi uzerindeki selaledir. ... Muradiye ilce merkezinin 8 km kadar kuzeyinde bulunur.Kaynak: Ihsan Ali Evren
Aygır Gölü;42.8223038,38.8377688;1970 rakimli Aygir Golu, kamp yapmak icin harika bir ortam...Kaynak: https://www.instagram.com/kesfihuzur/
Hıdırmenteş Gölü;39.4007492,38.4904132;Hazar Golu Elazig'a 22 km. Uzaklikta, Elazig - Diyarbakir karayolu guzergahinda olup, Hazarbaba ve Mastar daglari arasina sikismis tektonik bir goldur. Golun kiyisinda kamp yapmak mumkundur.Kaynak: https://www.instagram.com/kesfihuzur/ https://www.instagram.com/kubraakyol0/
Ayanıs Plajı;43.2000014,38.7068053;Van'in Tusba ilcesine bagli Ayanis sahili kamp atmak icin ideal bir yer. Suyu da yuzmek icin muhtesem.https://www.instagram.com/nedimyilmazvet/38.707277,43.200163
Süphan Dağı;44.2439641,39.7301748;https://www.kampyerleri.org/agri-kamp-alanlari/
Murat Camping;44.1249571,39.5159494;https://www.kampyerleri.org/agri-kamp-alanlari/
Balık Gölü;43.5664558,39.7755611;https://www.kampyerleri.org/agri-kamp-alanlari/
Lalezar Camping;44.1082289,39.529604;https://www.kampyerleri.org/agri-kamp-alanlari/
Diyadin Kanyonu;43.671593,39.525142;https://www.kampyerleri.org/agri-kamp-alanlari/
Güneydoğu Anadolu Bölgesi;40.7314231,37.3102287;Eski Mardin'e yurume mesafesinde karavan kampi icin, Mardin Karavan Parki'ni ziyaret etmeyi unutmayin.Iletisim: 05428981202Detaylar: https://www.kampyerleri.org/listeleri/mardin-karavan-parki/
Midyat;41.3733959,37.4152149;Midyat'ta bircok evin daminda kamp yapabilirsiniz :)Kaynak: https://www.instagram.com/omerfarukyk/
